year_film;year_ceremony;ceremony;Category;gender;name;Race;film;winner
1990;1991;63;MUSIC (Original Score);Male;John Barry;White;Dances With Wolves;VERDADEIRO
1990;1991;63;MUSIC (Original Score);Male;Maurice Jarre;White;Ghost;FALSO
1990;1991;63;MUSIC (Original Score);Male;David Grusin;White;Havana;FALSO
1990;1991;63;MUSIC (Original Score);Male;John Williams;White;Home Alone;FALSO
1990;1991;63;MUSIC (Original Song);Male;Music and Lyric by Jon Bon Jovi;White;Young Guns II;FALSO
1990;1991;63;MUSIC (Original Song);Male;Music and Lyric by Shel Silverstein;White;Postcards from the Edge;FALSO
1990;1991;63;MUSIC (Original Song);Male;"Music by Carmine Coppola; Lyric by John Bettis";White;The Godfather, Part III;FALSO
1990;1991;63;MUSIC (Original Song);Male;"Music by John Williams; Lyric by Leslie Bricusse";White;Home Alone;FALSO
1990;1991;63;MUSIC (Original Song);Male;Music and Lyric by Stephen Sondheim;White;Dick Tracy;VERDADEIRO
1990;1991;63;BEST PICTURE;Male;Walter F. Parkes and Lawrence Lasker, Producers;White;Awakenings;FALSO
1990;1991;63;BEST PICTURE;Male;Jim Wilson and Kevin Costner, Producers;White;Dances With Wolves;VERDADEIRO
1990;1991;63;BEST PICTURE;Female;Lisa Weinstein, Producer;White;Ghost;FALSO
1990;1991;63;BEST PICTURE;Male;Francis Ford Coppola, Producer;White;The Godfather, Part III;FALSO
1990;1991;63;BEST PICTURE;Male;Irwin Winkler, Producer;White;Good Fellas;FALSO
1990;1991;63;SHORT FILM (Animated);Male;Nick Park;White;Creature Comforts;VERDADEIRO
1990;1991;63;SHORT FILM (Animated);Male;Nick Park;White;A Grand Day Out;FALSO
1990;1991;63;SHORT FILM (Animated);Male;Bruno Bozzetto;White;Grasshoppers (Cavallette);FALSO
1990;1991;63;SHORT FILM (Live Action);Male;Raymond De Felitta, Matthew Gross;White;Bronx Cheers;FALSO
1990;1991;63;SHORT FILM (Live Action);Male;Peter Cattaneo, Barnaby Thompson;White;Dear Rosie;FALSO
1990;1991;63;SHORT FILM (Live Action);Male;Adam Davidson;White;The Lunch Date;VERDADEIRO
1990;1991;63;SHORT FILM (Live Action);Male;Bernard Joffa, Anthony E. Nicholas;White;Senzeni Na? (What Have We Done?);FALSO
1990;1991;63;SHORT FILM (Live Action);Female;Hillary Ripps, Jonathan Heap;White;12:01 PM;FALSO
1990;1991;63;SOUND;Male;Jeffrey Perkins, Bill W. Benton, Greg Watkins, Russell Williams II;Black;Dances With Wolves;VERDADEIRO
1990;1991;63;SOUND;Male;Donald O. Mitchell, Rick Kline, Kevin O'Connell, Charles Wilborn;White;Days of Thunder;FALSO
1990;1991;63;SOUND;Male;Chris Jenkins, David E. Campbell, D. M. Hemphill, Thomas Causey;White;Dick Tracy;FALSO
1990;1991;63;SOUND;Male;Don Bassman, Richard Overton, Kevin F. Cleary, Richard Bryce Goodman;White;The Hunt for Red October;FALSO
1990;1991;63;SOUND;Male;Michael J. Kohut, Carlos de Larios, Aaron Rochin, Nelson Stoll;White;Total Recall;FALSO
1990;1991;63;SOUND EFFECTS EDITING;Male;Charles L. Campbell, Richard Franklin;White;Flatliners;FALSO
1990;1991;63;SOUND EFFECTS EDITING;Female;Cecelia Hall, George Watters II;White;The Hunt for Red October;VERDADEIRO
1990;1991;63;SOUND EFFECTS EDITING;Male;Stephen H. Flick;White;Total Recall;FALSO
1990;1991;63;WRITING (Adapted Screenplay);Male;Steven Zaillian;White;Awakenings;FALSO
1990;1991;63;WRITING (Adapted Screenplay);Male;Michael Blake;White;Dances With Wolves;VERDADEIRO
1990;1991;63;WRITING (Adapted Screenplay);Male;Nicholas Pileggi, Martin Scorsese;White;Good Fellas;FALSO
1990;1991;63;WRITING (Adapted Screenplay);Male;Donald E. Westlake;White;The Grifters;FALSO
1990;1991;63;WRITING (Adapted Screenplay);Male;Nicholas Kazan;White;Reversal of Fortune;FALSO
1990;1991;63;WRITING (Screenplay Written Directly for the Screen);Male;Woody Allen;White;Alice;FALSO
1990;1991;63;WRITING (Screenplay Written Directly for the Screen);Male;Barry Levinson;White;Avalon;FALSO
1990;1991;63;WRITING (Screenplay Written Directly for the Screen);Male;Bruce Joel Rubin;White;Ghost;VERDADEIRO
1990;1991;63;WRITING (Screenplay Written Directly for the Screen);Male;Peter Weir;White;Green Card;FALSO
1990;1991;63;WRITING (Screenplay Written Directly for the Screen);Male;Whit Stillman;White;Metropolitan;FALSO
1990;1991;63;SPECIAL ACHIEVEMENT AWARD (Visual Effects);Male;Eric Brevig, Rob Bottin, Tim McGovern, Alex Funke;White;Total Recall;VERDADEIRO
1990;1991;63;HONORARY AWARD;Female; Sophia Loren;White;;VERDADEIRO
1990;1991;63;HONORARY AWARD;Female; Myrna Loy;White;;VERDADEIRO
1990;1991;63;IRVING G. THALBERG MEMORIAL AWARD;Male;David Brown and Richard D. Zanuck;White;;VERDADEIRO
1991;1992;64;PRODUCTION DESIGN;Female;"Art Direction:  Dennis Gassner;  Set Decoration:  Nancy Haigh";White;Barton Fink;FALSO
1991;1992;64;PRODUCTION DESIGN;Female;"Art Direction:  Dennis Gassner;  Set Decoration:  Nancy Haigh";White;Bugsy;VERDADEIRO
1991;1992;64;PRODUCTION DESIGN;Female;"Art Direction:  Mel Bourne;  Set Decoration:  Cindy Carr";White;The Fisher King;FALSO
1991;1992;64;PRODUCTION DESIGN;Male;"Art Direction:  Norman Garwood;  Set Decoration:  Garrett Lewis";White;Hook;FALSO
1991;1992;64;PRODUCTION DESIGN;Female;"Art Direction:  Paul Sylbert;  Set Decoration:  Caryl Heller";White;The Prince of Tides;FALSO
1991;1992;64;CINEMATOGRAPHY;Male;Allen Daviau;White;Bugsy;FALSO
1991;1992;64;CINEMATOGRAPHY;Male;Robert Richardson;White;JFK;VERDADEIRO
1991;1992;64;CINEMATOGRAPHY;Male;Stephen Goldblatt;White;The Prince of Tides;FALSO
1991;1992;64;CINEMATOGRAPHY;Male;Adam Greenberg;White;Terminator 2: Judgment Day;FALSO
1991;1992;64;CINEMATOGRAPHY;Male;Adrian Biddle;White;Thelma & Louise;FALSO
1991;1992;64;COSTUME DESIGN;Female;Ruth Myers;White;The Addams Family;FALSO
1991;1992;64;COSTUME DESIGN;Male;Richard Hornung;White;Barton Fink;FALSO
1991;1992;64;COSTUME DESIGN;Male;Albert Wolsky;White;Bugsy;VERDADEIRO
1991;1992;64;COSTUME DESIGN;Male;Anthony Powell;White;Hook;FALSO
1991;1992;64;COSTUME DESIGN;Female;Corinne Jorry;White;Madame Bovary;FALSO
1991;1992;64;DIRECTING;Male;John Singleton;Black;Boyz N the Hood;FALSO
1991;1992;64;DIRECTING;Male;Barry Levinson;White;Bugsy;FALSO
1991;1992;64;DIRECTING;Male;Oliver Stone;White;JFK;FALSO
1991;1992;64;DIRECTING;Male;Jonathan Demme;White;The Silence of the Lambs;VERDADEIRO
1991;1992;64;DIRECTING;Male;Ridley Scott;White;Thelma & Louise;FALSO
1991;1992;64;DOCUMENTARY (Feature);Male;Vince DiPersio and William Guttentag, Producers;White;Death on the Job;FALSO
1991;1992;64;DOCUMENTARY (Feature);Male;Alan Raymond and Susan Raymond, Producers;White;Doing Time: Life inside the Big House;FALSO
1991;1992;64;DOCUMENTARY (Feature);Female;Allie Light and Irving Saraf, Producers;White;In the Shadow of the Stars;VERDADEIRO
1991;1992;64;DOCUMENTARY (Feature);Female;Hava Kohav Beller, Producer;White;The Restless Conscience;FALSO
1991;1992;64;DOCUMENTARY (Feature);Female;Lawrence Hott and Diane Garey, Producers;White;Wild by Law;FALSO
1991;1992;64;DOCUMENTARY (Short Subject);Male;Eric Valli and Alain Majani, Producers;White;Birdnesters of Thailand (aka 'Shadow Hunters');FALSO
1991;1992;64;DOCUMENTARY (Short Subject);Female;Debra Chasnoff, Producer;White;Deadly Deception: General Electric, Nuclear Weapons and Our Environment;VERDADEIRO
1991;1992;64;DOCUMENTARY (Short Subject);Female;Immy Humes, Producer;White;A Little Vicious;FALSO
1991;1992;64;DOCUMENTARY (Short Subject);Male;David McGowan, Producer;White;The Mark of the Maker;FALSO
1991;1992;64;DOCUMENTARY (Short Subject);Male;Bill Couturi?¸ and Bernard Edelman, Producers;White;Memorial: Letters from American Soldiers;FALSO
1991;1992;64;FILM EDITING;Male;Gerry Hambling;White;The Commitments;FALSO
1991;1992;64;FILM EDITING;Male;Joe Hutshing, Pietro Scalia;White;JFK;VERDADEIRO
1991;1992;64;FILM EDITING;Male;Craig McKay;White;The Silence of the Lambs;FALSO
1991;1992;64;FILM EDITING;Male;Conrad Buff, Mark Goldblatt, Richard A. Harris;White;Terminator 2: Judgment Day;FALSO
1991;1992;64;FILM EDITING;Male;Thom Noble;White;Thelma & Louise;FALSO
1991;1992;64;FOREIGN LANGUAGE FILM;Male;Iceland;White;Children of Nature;FALSO
1991;1992;64;FOREIGN LANGUAGE FILM;Male;Czechoslovakia;White;The Elementary School;FALSO
1991;1992;64;FOREIGN LANGUAGE FILM;Male;Italy;White;Mediterraneo;VERDADEIRO
1991;1992;64;FOREIGN LANGUAGE FILM;Male;Sweden;White;The Ox;FALSO
1991;1992;64;FOREIGN LANGUAGE FILM;Male;Hong Kong;Asian;Raise the Red Lantern;FALSO
1991;1992;64;MAKEUP;Female;Christina Smith, Monty Westmore, Greg Cannom;White;Hook;FALSO
1991;1992;64;MAKEUP;Male;Michael Mills, Edward French, Richard Snell;White;Star Trek VI The Undiscovered Country;FALSO
1991;1992;64;MAKEUP;Male;Stan Winston, Jeff Dawn;White;Terminator 2: Judgment Day;VERDADEIRO
1991;1992;64;MUSIC (Original Score);Male;Alan Menken;White;Beauty and the Beast;VERDADEIRO
1991;1992;64;MUSIC (Original Score);Male;Ennio Morricone;White;Bugsy;FALSO
1991;1992;64;MUSIC (Original Score);Male;George Fenton;White;The Fisher King;FALSO
1991;1992;64;MUSIC (Original Score);Male;John Williams;White;JFK;FALSO
1991;1992;64;MUSIC (Original Score);Male;James Newton Howard;White;The Prince of Tides;FALSO
1991;1992;64;MUSIC (Original Song);Male;"Music by John Williams; Lyric by Leslie Bricusse";White;Hook;FALSO
1991;1992;64;MUSIC (Original Song);Male;"Music by Alan Menken; Lyric by Howard Ashman";White;Beauty and the Beast;FALSO
1991;1992;64;MUSIC (Original Song);Male;"Music by Alan Menken; Lyric by Howard Ashman";White;Beauty and the Beast;VERDADEIRO
1991;1992;64;MUSIC (Original Song);Male;"Music by Alan Menken; Lyric by Howard Ashman";White;Beauty and the Beast;FALSO
1991;1992;64;MUSIC (Original Song);Male;"Music by Michael Kamen; Lyric by Bryan Adams and Robert John Lange";White;Robin Hood: Prince of Thieves;FALSO
1991;1992;64;BEST PICTURE;Male;Don Hahn, Producer;White;Beauty and the Beast;FALSO
1991;1992;64;BEST PICTURE;Male;Mark Johnson, Barry Levinson and Warren Beatty, Producers;White;Bugsy;FALSO
1991;1992;64;BEST PICTURE;Male;A. Kitman Ho and Oliver Stone, Producers;White;JFK;FALSO
1991;1992;64;BEST PICTURE;Female;Barbra Streisand and Andrew Karsch, Producers;White;The Prince of Tides;FALSO
1991;1992;64;BEST PICTURE;Male;Edward Saxon, Kenneth Utt and Ron Bozman, Producers;White;The Silence of the Lambs;VERDADEIRO
1991;1992;64;SHORT FILM (Animated);Male;Christopher Hinton;White;Blackfly;FALSO
1991;1992;64;SHORT FILM (Animated);Male;Daniel Greaves;White;Manipulation;VERDADEIRO
1991;1992;64;SHORT FILM (Animated);Female;Wendy Tilby;White;Strings;FALSO
1991;1992;64;SHORT FILM (Live Action);Male;Stephen Kessler, Thomas R. Conroy;White;Birch Street Gym;FALSO
1991;1992;64;SHORT FILM (Live Action);Male;David M. Massey;Black;Last Breeze of Summer;FALSO
1991;1992;64;SHORT FILM (Live Action);Male;Seth Winston, Rob Fried;White;Session Man;VERDADEIRO
1991;1992;64;SOUND;Male;Gary Summers, Randy Thom, Gary Rydstrom, Glenn Williams;White;Backdraft;FALSO
1991;1992;64;SOUND;Male;Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane;White;Beauty and the Beast;FALSO
1991;1992;64;SOUND;Male;Michael Minkler, Gregg Landaker, Tod A. Maitland;White;JFK;FALSO
1991;1992;64;SOUND;Male;Tom Fleischman, Christopher Newman;White;The Silence of the Lambs;FALSO
1991;1992;64;SOUND;Male;Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff;White;Terminator 2: Judgment Day;VERDADEIRO
1991;1992;64;SOUND EFFECTS EDITING;Male;Gary Rydstrom, Richard Hymns;White;Backdraft;FALSO
1991;1992;64;SOUND EFFECTS EDITING;Male;George Watters II, F. Hudson Miller;White;Star Trek VI The Undiscovered Country;FALSO
1991;1992;64;SOUND EFFECTS EDITING;Female;Gary Rydstrom, Gloria S. Borders;White;Terminator 2: Judgment Day;VERDADEIRO
1991;1992;64;VISUAL EFFECTS;Male;Mikael Salomon, Allen Hall, Clay Pinney, Scott Farrar;White;Backdraft;FALSO
1991;1992;64;VISUAL EFFECTS;Male;Eric Brevig, Harley Jessup, Mark Sullivan, Michael Lantieri;White;Hook;FALSO
1991;1992;64;VISUAL EFFECTS;Male;Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak;White;Terminator 2: Judgment Day;VERDADEIRO
1991;1992;64;WRITING (Adapted Screenplay);Female;Agnieszka Holland;White;Europa Europa;FALSO
1991;1992;64;WRITING (Adapted Screenplay);Female;Fannie Flagg, Carol Sobieski;White;Fried Green Tomatoes;FALSO
1991;1992;64;WRITING (Adapted Screenplay);Male;Oliver Stone, Zachary Sklar;White;JFK;FALSO
1991;1992;64;WRITING (Adapted Screenplay);Female;Pat Conroy, Becky Johnston;White;The Prince of Tides;FALSO
1991;1992;64;WRITING (Adapted Screenplay);Male;Ted Tally;White;The Silence of the Lambs;VERDADEIRO
1991;1992;64;WRITING (Screenplay Written Directly for the Screen);Male;John Singleton;Black;Boyz N the Hood;FALSO
1991;1992;64;WRITING (Screenplay Written Directly for the Screen);Male;James Toback;White;Bugsy;FALSO
1991;1992;64;WRITING (Screenplay Written Directly for the Screen);Male;Richard LaGravenese;White;The Fisher King;FALSO
1991;1992;64;WRITING (Screenplay Written Directly for the Screen);Female;Lawrence Kasdan, Meg Kasdan;Black;Grand Canyon;FALSO
1991;1992;64;WRITING (Screenplay Written Directly for the Screen);Female;Callie Khouri;White;Thelma & Louise;VERDADEIRO
1991;1992;64;HONORARY AWARD;Male; Satyajit Ray;Asian;;VERDADEIRO
1991;1992;64;IRVING G. THALBERG MEMORIAL AWARD;Male;George Lucas;White;;VERDADEIRO
1992;1993;65;PRODUCTION DESIGN;Male;"Art Direction:  Thomas Sanders;  Set Decoration:  Garrett Lewis";White;Bram Stoker's Dracula;FALSO
1992;1993;65;PRODUCTION DESIGN;Male;"Art Direction:  Stuart Craig;  Set Decoration:  Chris A. Butler";White;Chaplin;FALSO
1992;1993;65;PRODUCTION DESIGN;Female;"Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker";White;Howards End;VERDADEIRO
1992;1993;65;PRODUCTION DESIGN;Female;"Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Linda DeScenna";White;Toys;FALSO
1992;1993;65;PRODUCTION DESIGN;Female;"Art Direction:  Henry Bumstead;  Set Decoration:  Janice Blackie-Goodine";White;Unforgiven;FALSO
1992;1993;65;CINEMATOGRAPHY;Male;Stephen H. Burum;White;Hoffa;FALSO
1992;1993;65;CINEMATOGRAPHY;Male;Tony Pierce-Roberts;White;Howards End;FALSO
1992;1993;65;CINEMATOGRAPHY;Male;Robert Fraisse;White;The Lover;FALSO
1992;1993;65;CINEMATOGRAPHY;Male;Philippe Rousselot;White;A River Runs through It;VERDADEIRO
1992;1993;65;CINEMATOGRAPHY;Male;Jack N. Green;White;Unforgiven;FALSO
1992;1993;65;COSTUME DESIGN;Female;Eiko Ishioka;Asian;Bram Stoker's Dracula;VERDADEIRO
1992;1993;65;COSTUME DESIGN;Female;Sheena Napier;White;Enchanted April;FALSO
1992;1993;65;COSTUME DESIGN;Female;Jenny Beavan, John Bright;White;Howards End;FALSO
1992;1993;65;COSTUME DESIGN;Female;Ruth Carter;White;Malcolm X;FALSO
1992;1993;65;COSTUME DESIGN;Male;Albert Wolsky;White;Toys;FALSO
1992;1993;65;DIRECTING;Male;Neil Jordan;White;The Crying Game;FALSO
1992;1993;65;DIRECTING;Male;James Ivory;White;Howards End;FALSO
1992;1993;65;DIRECTING;Male;Robert Altman;White;The Player;FALSO
1992;1993;65;DIRECTING;Male;Martin Brest;White;Scent of a Woman;FALSO
1992;1993;65;DIRECTING;Male;Clint Eastwood;White;Unforgiven;VERDADEIRO
1992;1993;65;DOCUMENTARY (Feature);Male;David Haugland, Producer;White;Changing Our Minds: The Story of Dr. Evelyn Hooker;FALSO
1992;1993;65;DOCUMENTARY (Feature);Female;Sally Dundas, Producer;White;Fires of Kuwait;FALSO
1992;1993;65;DOCUMENTARY (Feature);Male;William Miles;Black;Liberators: Fighting on Two Fronts in World War II;FALSO
1992;1993;65;DOCUMENTARY (Feature);Female;Margaret Smilow and Roma Baran, Producers;White;Music for the Movies: Bernard Herrmann;FALSO
1992;1993;65;DOCUMENTARY (Feature);Female;Barbara Trent and David Kasper, Producers;White;The Panama Deception;VERDADEIRO
1992;1993;65;DOCUMENTARY (Short Subject);Male;Geoffrey O'Connor, Producer;White;At the Edge of Conquest: The Journey of Chief Wai-Wai;FALSO
1992;1993;65;DOCUMENTARY (Short Subject);Female;Wendy L. Weinberg, Producer;White;Beyond Imagining: Margaret Anderson and the 'Little Review';FALSO
1992;1993;65;DOCUMENTARY (Short Subject);Female;Richard Elson and Sally Bochner, Producers;White;The Colours of My Father: A Portrait of Sam Borenstein;FALSO
1992;1993;65;DOCUMENTARY (Short Subject);Female;Thomas C. Goodwin and Gerardine Wurzburg, Producers;White;Educating Peter;VERDADEIRO
1992;1993;65;DOCUMENTARY (Short Subject);Female;Dorothy Fadiman, Producer;White;When Abortion Was Illegal: Untold Stories;FALSO
1992;1993;65;FILM EDITING;Male;Frank J. Urioste;White;Basic Instinct;FALSO
1992;1993;65;FILM EDITING;Male;Kant Pan;Asian;The Crying Game;FALSO
1992;1993;65;FILM EDITING;Male;Robert Leighton;White;A Few Good Men;FALSO
1992;1993;65;FILM EDITING;Female;Geraldine Peroni;White;The Player;FALSO
1992;1993;65;FILM EDITING;Male;Joel Cox;White;Unforgiven;VERDADEIRO
1992;1993;65;FOREIGN LANGUAGE FILM;Male;Russia;White;Close to Eden;FALSO
1992;1993;65;FOREIGN LANGUAGE FILM;Male;Belgium;White;Daens;FALSO
1992;1993;65;FOREIGN LANGUAGE FILM;Male;France;White;Indochine;VERDADEIRO
1992;1993;65;FOREIGN LANGUAGE FILM;Male;Uruguay;White;A Place in the World;FALSO
1992;1993;65;FOREIGN LANGUAGE FILM;Male;Germany;White;Schtonk!;FALSO
1992;1993;65;MAKEUP;Female;Ve Neill, Ronnie Specter, Stan Winston;White;Batman Returns;FALSO
1992;1993;65;MAKEUP;Male;Greg Cannom, Mich?©le Burke, Matthew W. Mungle;White;Bram Stoker's Dracula;VERDADEIRO
1992;1993;65;MAKEUP;Female;Ve Neill, Greg Cannom, John Blake;White;Hoffa;FALSO
1992;1993;65;MUSIC (Original Score);Male;Alan Menken;White;Aladdin;VERDADEIRO
1992;1993;65;MUSIC (Original Score);Male;Jerry Goldsmith;White;Basic Instinct;FALSO
1992;1993;65;MUSIC (Original Score);Male;John Barry;White;Chaplin;FALSO
1992;1993;65;MUSIC (Original Score);Male;Richard Robbins;White;Howards End;FALSO
1992;1993;65;MUSIC (Original Score);Male;Mark Isham;White;A River Runs through It;FALSO
1992;1993;65;MUSIC (Original Song);Male;"Music by Robert Kraft; Lyric by Arne Glimcher";White;The Mambo Kings;FALSO
1992;1993;65;MUSIC (Original Song);Male;"Music by Alan Menken; Lyric by Howard Ashman";White;Aladdin;FALSO
1992;1993;65;MUSIC (Original Song);Male;"Music by David Foster; Lyric by Linda Thompson";White;The Bodyguard;FALSO
1992;1993;65;MUSIC (Original Song);Male;"Music by Jud Friedman; Lyric by Allan Rich";White;The Bodyguard;FALSO
1992;1993;65;MUSIC (Original Song);Male;"Music by Alan Menken; Lyric by Tim Rice";White;Aladdin;VERDADEIRO
1992;1993;65;BEST PICTURE;Male;Stephen Woolley, Producer;White;The Crying Game;FALSO
1992;1993;65;BEST PICTURE;Male;David Brown, Rob Reiner and Andrew Scheinman, Producers;White;A Few Good Men;FALSO
1992;1993;65;BEST PICTURE;Male;Ismail Merchant, Producer;Asian;Howards End;FALSO
1992;1993;65;BEST PICTURE;Male;Martin Brest, Producer;White;Scent of a Woman;FALSO
1992;1993;65;BEST PICTURE;Male;Clint Eastwood, Producer;White;Unforgiven;VERDADEIRO
1992;1993;65;SHORT FILM (Animated);Male;Peter Lord;White;Adam;FALSO
1992;1993;65;SHORT FILM (Animated);Female;Joan C. Gratz;White;Mona Lisa Descending a Staircase;VERDADEIRO
1992;1993;65;SHORT FILM (Animated);Female;Michaela Pavl?øtov?ø;White;Reci, Reci, Reci... (Words, Words, Words);FALSO
1992;1993;65;SHORT FILM (Animated);Male;Paul Berry;White;The Sandman;FALSO
1992;1993;65;SHORT FILM (Animated);Male;Barry J.C. Purves;White;Screen Play;FALSO
1992;1993;65;SHORT FILM (Live Action);Female;Jonathan Darby, Jana Sue Memel;White;Contact;FALSO
1992;1993;65;SHORT FILM (Live Action);Male;Matt Palmieri;White;Cruise Control;FALSO
1992;1993;65;SHORT FILM (Live Action);Male;Christian M. Taylor;White;The Lady in Waiting;FALSO
1992;1993;65;SHORT FILM (Live Action);Male;Sam Karmann;White;Omnibus;VERDADEIRO
1992;1993;65;SHORT FILM (Live Action);Male;Kenneth Branagh, David Parfitt;White;Swan Song;FALSO
1992;1993;65;SOUND;Male;Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane;White;Aladdin;FALSO
1992;1993;65;SOUND;Male;Kevin O'Connell, Rick Kline, Bob Eber;White;A Few Good Men;FALSO
1992;1993;65;SOUND;Male;Chris Jenkins, Doug Hemphill, Mark Smith, Simon Kaye;White;The Last of the Mohicans;VERDADEIRO
1992;1993;65;SOUND;Male;Don Mitchell, Frank A. Monta?ño, Rick Hart, Scott Smith;White;Under Siege;FALSO
1992;1993;65;SOUND;Male;Les Fresholtz, Vern Poore, Dick Alexander, Rob Young;White;Unforgiven;FALSO
1992;1993;65;SOUND EFFECTS EDITING;Male;Mark Mangini;White;Aladdin;FALSO
1992;1993;65;SOUND EFFECTS EDITING;Male;Tom C. McCarthy, David E. Stone;White;Bram Stoker's Dracula;VERDADEIRO
1992;1993;65;SOUND EFFECTS EDITING;Male;John Leveque, Bruce Stambler;White;Under Siege;FALSO
1992;1993;65;VISUAL EFFECTS;Male;Richard Edlund, Alec Gillis, Tom Woodruff, Jr., George Gibbs;White;Alien 3;FALSO
1992;1993;65;VISUAL EFFECTS;Male;Michael Fink, Craig Barron, John Bruno, Dennis Skotak;White;Batman Returns;FALSO
